0,Perk Name,Cost,Description
1,Red Science,100 CP,"You gain the ability to gradually acquire both theoretical and practical knowledge of Factorio-style automation. You start with basic stuff from the perk and need to build and use devices, as well as proactively automate processes, to push this ability further and further until you reach a limit of the perk decided by Factorio game content."
2,Green Science,100 CP,"You gain the ability to gradually acquire both theoretical and practical knowledge of Factorio-style logistics. You start with basic stuff from the perk and need to build and use devices, as well as proactively utilise industrial logistics, to push this ability further and further until you reach a limit of the perk decided by Factorio game content."
3,Gray Science,150 CP,"You gain the ability to gradually acquire both theoretical and practical knowledge of Factorio-style military production. You start with basic stuff from the perk and need to build and use military devices, to push this ability further and further until you reach a limit of the perk decided by Factorio game content. Conflict using devices created by your play a big role in progressing this tech-tree. You need actual battles for the best returns."
4,Blue Science,150 CP,"You gain the ability to gradually acquire both theoretical and practical knowledge of Factorio-style chemical science and production. You start with basic stuff from the perk and need to build and use devices, as well as proactively utilise chemical science to push this ability further and further until you reach a limit of the perk decided by Factorio game content. "
5,Purple Science,200 CP,"You gain the ability to gradually acquire both theoretical and practical knowledge of Factorio-style production. You start with basic stuff from the perk and need to build and use devices, as well as proactively produce variety of things using knowledge from this perk, to push this ability further and further until you reach a limit of the perk decided by Factorio game content."
6,Yellow Science,200 CP,"You gain the ability to gradually acquire both theoretical and practical knowledge of Factorio-style high tech and utility. You start with basic stuff from the perk and need to build and use devices, as well as proactively produce variety of things using knowledge from this perk, to push this ability further and further until you reach a limit of the perk decided by Factorio game content."
7,White Science,250 CP,"You gain the ability to gradually acquire both theoretical and practical knowledge of Factorio-style space technology. You start with basic stuff from the perk and need to build and use devices, as well as proactively explore and travel space using knowledge from this perk, to push this ability further and further until you reach a limit of the perk decided by Factorio game content. Space exploration and travel are needed to achieve the best returns for this perk."
8,Space Age,600 CP,"You gain a mental compendium of theoretical scientific knowledge and blueprints of craftable items from the Space Age expansion pack for Factorio. Applying these blueprints and knowledge in practice will help you gain expertise in the usage and creation of technologies from this expansion at an incredibly rapid rate, gaining actual skills in leaps."
9,Biters and Other Pests,400 CP,"You have a mental compendium of research on various enemies from the Factorio game, including the Space Age expansion. You also possess tactical skills to fight and exploit these different creatures. You are talented at researching alien hostile life and producing countermeasures against such biological dangers."
10,Shield Projector,50 CP,You are capable of creating a device that projects an energy shield in an arc - a wall that only needs energy to sustain itself. This device can be built relatively easily if you go full tinkertech. You gain only basic scientific knowledge and one blueprint of a specific device from this perk. It is inspired by the mod of the same name.
